epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
21,791.449,1.03084,0.65199,0.98858,0.94158,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,829.214,1.02855,0.65283,0.9883,0.92896,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,867.142,1.02532,0.64976,0.98802,0.95073,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,904.86,1.02428,0.64921,0.98913,0.92438,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,941.655,1.01744,0.65478,0.98802,0.91764,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,979.466,1.00781,0.66286,0.98913,0.91762,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,1016.77,1.01391,0.66202,0.98997,0.91603,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,1054.17,1.00067,0.67066,0.98941,0.89922,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,1092.34,1.00166,0.6676,0.98997,0.90203,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,1129.35,0.99268,0.6662,0.99053,0.90126,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,1167.18,0.99191,0.66732,0.98997,0.90587,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,1204.41,0.99149,0.66843,0.99053,0.89459,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,1241.59,0.98441,0.66955,0.99108,0.90834,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,1280,0.98622,0.67233,0.99136,0.89167,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,1317.25,0.9832,0.67177,0.99192,0.9005,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,1358.37,0.97639,0.67373,0.99192,0.91233,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,1396.34,0.97753,0.67484,0.99192,0.89222,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,1433.94,0.96828,0.674,0.99192,0.90011,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,1470.74,0.96735,0.67261,0.99276,0.89412,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,1508.52,0.97124,0.67177,0.99276,0.89525,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,1545.65,0.96401,0.67345,0.99192,0.89148,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,1582.82,0.96345,0.67373,0.99192,0.88325,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,1620.29,0.96,0.67177,0.99192,0.89783,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,1657.66,0.95407,0.67317,0.99164,0.90879,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,1695.66,0.95352,0.67373,0.9922,0.9029,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,1733.73,0.95058,0.6715,0.99136,0.88867,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,1771.85,0.95177,0.67233,0.99164,0.8888,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,1808.66,0.94797,0.67122,0.99164,0.88684,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,1845.46,0.94435,0.67233,0.99164,0.87869,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,1883.27,0.94619,0.67177,0.99164,0.90149,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,1920.88,0.93695,0.67261,0.9922,0.89045,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,1958.33,0.93001,0.67205,0.9922,0.87974,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,1996.49,0.92916,0.67345,0.99248,0.90408,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,2033.93,0.9277,0.67373,0.9922,0.88536,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,2071.02,0.92496,0.67289,0.99248,0.89684,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,2108.19,0.92593,0.67428,0.99248,0.87609,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,2145.53,0.9132,0.67484,0.99276,0.90505,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,2183.63,0.915,0.674,0.99303,0.88614,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,2223.56,0.91328,0.6754,0.99303,0.88176,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,2262.37,0.90836,0.67595,0.99303,0.88525,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,2299.91,0.9107,0.67763,0.99303,0.90641,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,2337.78,0.90618,0.67707,0.99303,0.88463,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,2375.2,0.90495,0.67707,0.99303,0.88657,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,2412.73,0.89582,0.67735,0.99276,0.89789,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,2450.51,0.90552,0.67763,0.99276,0.88398,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,2488.06,0.89001,0.67651,0.99276,0.87919,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,2525.19,0.89271,0.67902,0.99276,0.88621,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,2562.59,0.89755,0.68013,0.99276,0.87381,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,2600.8,0.88669,0.67986,0.99276,0.88347,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,2638.81,0.88194,0.68013,0.99248,0.88057,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,2676.58,0.89168,0.67874,0.9922,0.87149,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,2714.73,0.88196,0.67958,0.9922,0.89203,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,2751.97,0.876,0.68069,0.99164,0.88684,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,2789.14,0.87388,0.67902,0.99164,0.87778,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,2826.96,0.86818,0.6793,0.99164,0.87919,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,2864.05,0.8721,0.67846,0.99164,0.88963,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,2902.53,0.86886,0.68013,0.99164,0.86804,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,2940.88,0.86219,0.68153,0.99192,0.89239,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,2978.59,0.8624,0.68125,0.99164,0.87296,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,3015.62,0.85892,0.6832,0.99248,0.8835,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,3053.05,0.86262,0.6832,0.99248,0.86783,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,3091.29,0.85027,0.68348,0.99276,0.86503,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,3128.96,0.8476,0.68348,0.99331,0.86521,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,3167.21,0.84554,0.68376,0.99331,0.87813,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,3204.86,0.83686,0.68431,0.99331,0.87187,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,3242.55,0.8379,0.68459,0.99331,0.86895,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,3280.08,0.83977,0.68431,0.99331,0.8829,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,3317.73,0.83646,0.68543,0.99276,0.87836,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,3355.43,0.82691,0.68543,0.99276,0.86902,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,3392.97,0.82838,0.68571,0.99276,0.87839,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,3430.27,0.82351,0.68738,0.99303,0.87996,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,3467.37,0.81678,0.68766,0.99276,0.88357,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,3504.59,0.8193,0.68794,0.99248,0.86503,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,3543.27,0.81325,0.68738,0.99248,0.86434,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,3581.68,0.81055,0.68933,0.99276,0.87034,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,3619.61,0.80487,0.68877,0.99248,0.86803,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,3657.08,0.80798,0.68766,0.99248,0.87041,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,3694.46,0.80148,0.68821,0.9922,0.86605,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,3731.39,0.80014,0.68849,0.99248,0.8774,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,3768.48,0.7992,0.68933,0.9922,0.8789,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,3806.18,0.78856,0.68905,0.9922,0.88119,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,3844.03,0.78592,0.68989,0.99276,0.87625,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,3881.71,0.79127,0.69016,0.99248,0.87547,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,3920.35,0.78675,0.69323,0.99248,0.88767,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,3957.74,0.78164,0.69351,0.99192,0.88526,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,3995.55,0.78133,0.69351,0.99192,0.87595,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,4032.55,0.77792,0.69546,0.9922,0.88179,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,4071.01,0.76934,0.69741,0.99192,0.88342,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,4108.35,0.76668,0.69824,0.99192,0.88972,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,4146.7,0.77291,0.6988,0.99164,0.90392,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,4184.76,0.75575,0.69824,0.99136,0.89807,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,4222.06,0.76005,0.69992,0.99108,0.88661,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,4260.24,0.75215,0.70075,0.99081,0.89023,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,4298.27,0.74503,0.70075,0.99053,0.88254,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,4336.51,0.7445,0.70131,0.99136,0.88356,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,4374.76,0.73734,0.70215,0.99164,0.88042,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,4413.95,0.73703,0.70187,0.99136,0.88114,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,4451.48,0.7376,0.70298,0.99108,0.90279,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,4489.18,0.73173,0.70159,0.99108,0.89939,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,4526.3,0.72764,0.70242,0.99081,0.89768,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,4563.5,0.7243,0.70103,0.99053,0.8939,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,4600.64,0.71613,0.70159,0.99081,0.89636,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,4638.51,0.7156,0.70187,0.99108,0.90127,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,4676.41,0.71151,0.70103,0.99108,0.92401,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,4713.54,0.70926,0.69936,0.99136,0.89678,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,4751.37,0.70029,0.70159,0.99053,0.93032,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,4788.46,0.70029,0.70298,0.99053,0.89182,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,4825.9,0.70189,0.7041,0.99053,0.91304,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,4868.13,0.68225,0.70465,0.99053,0.89661,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,4905.85,0.6942,0.7027,0.99053,0.91006,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,4943.25,0.68772,0.7002,0.99025,0.90055,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,4981.47,0.68382,0.69936,0.99025,0.91638,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,5019.24,0.67909,0.69908,0.99025,0.9208,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,5057.2,0.67433,0.69769,0.98997,0.90576,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,5094.62,0.66443,0.69713,0.98997,0.92217,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,5132.19,0.6694,0.69964,0.98969,0.91618,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,5169.53,0.66254,0.69964,0.98997,0.93884,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,5207.68,0.6543,0.7002,0.99025,0.92314,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,5245.58,0.65333,0.7002,0.99025,0.92296,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,5283.07,0.64933,0.7002,0.98997,0.93656,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,5320.39,0.63827,0.70215,0.98997,0.92862,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,5358.69,0.64274,0.70437,0.98997,0.92384,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,5395.81,0.63869,0.70437,0.98969,0.94136,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,5432.78,0.62448,0.70354,0.98969,0.93364,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,5470.17,0.62734,0.70493,0.98941,0.93477,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,5507.77,0.62569,0.7066,0.98913,0.93306,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,5545.68,0.61305,0.708,0.98941,0.96461,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,5583.99,0.60467,0.70688,0.98941,0.94012,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,5621.82,0.60449,0.70744,0.98941,0.95922,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,5659.09,0.60368,0.70828,0.98941,0.9488,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,5696.62,0.59876,0.70716,0.98941,0.95103,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,5734.28,0.58708,0.70632,0.98941,0.98663,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,5772.37,0.5842,0.70577,0.98969,0.98108,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,5810.28,0.58418,0.70549,0.98941,0.97464,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,5848.76,0.57517,0.70465,0.98913,1.0008,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,5886.07,0.57309,0.70493,0.9883,0.98045,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,5923.88,0.56455,0.7041,0.98774,1.03333,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,5962.4,0.56011,0.70493,0.98718,1.01737,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,5999.82,0.55324,0.7066,0.98718,1.01012,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,6038.05,0.55364,0.70605,0.98718,0.99987,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,6076.06,0.54226,0.70549,0.98718,1.00557,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,6113.26,0.5442,0.70493,0.9869,1.00713,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,6150.68,0.5346,0.70465,0.98746,1.00374,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,6188.37,0.52021,0.70437,0.98746,1.00976,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,6226.31,0.52091,0.70437,0.98746,1.02559,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,6264.57,0.51343,0.70549,0.98746,1.01939,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,6303.77,0.51227,0.70493,0.98774,1.02395,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,6341.57,0.51217,0.70382,0.98774,1.02626,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,6378.87,0.50527,0.70437,0.98746,1.08639,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,6416.44,0.49122,0.70382,0.9869,1.04961,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,6453.58,0.49184,0.70465,0.9869,1.04125,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,6491.37,0.47755,0.70493,0.98635,1.04539,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,6529.34,0.47552,0.70465,0.98635,1.07565,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,6567.12,0.46579,0.70577,0.98663,1.06856,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,6606.45,0.46081,0.70605,0.98663,1.06502,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,6644.68,0.4581,0.70577,0.98663,1.07812,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,6682.5,0.45892,0.7066,0.98663,1.10482,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,6720.04,0.44229,0.7041,0.98663,1.09104,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,6757.57,0.44288,0.70437,0.98663,1.08816,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,6794.97,0.4389,0.70298,0.98663,1.12667,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,6832.88,0.43117,0.7041,0.9869,1.11744,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,6869.85,0.42552,0.7041,0.9869,1.11074,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,6908.07,0.41236,0.7041,0.98663,1.12396,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,6946.04,0.41242,0.70382,0.98718,1.13962,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,6983.24,0.39968,0.7041,0.98718,1.15383,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,7020.94,0.39253,0.70354,0.98718,1.15441,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,7058.23,0.38671,0.7027,0.98802,1.15745,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,7095.63,0.38972,0.70187,0.98774,1.17651,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,7134.06,0.37759,0.7027,0.98774,1.16376,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,7171.76,0.37259,0.70326,0.98746,1.15455,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,7232.08,0.35544,0.70382,0.98718,1.1781,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,7269.76,0.35798,0.70493,0.9869,1.17292,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,7306.72,0.34881,0.70549,0.98635,1.17463,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,7344.09,0.34641,0.70493,0.98551,1.19725,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
